Designator,Footprint,Quantity,Value,LCSC Part #
J1,AMASS_XT60-M_1x02_P7.20mm_Vertical,1,Main,
J2,AMASS_XT60-M_1x02_P7.20mm_Vertical,1,FL,
J3,AMASS_XT60-M_1x02_P7.20mm_Vertical,1,FR,
J4,AMASS_XT60-M_1x02_P7.20mm_Vertical,1,RL,
J5,AMASS_XT60-M_1x02_P7.20mm_Vertical,1,RR,
