Designator,Mid X,Mid Y,Rotation,Layer
J1,151.4,-30.0,0.0,top
J2,74.02772841227157,-25.97227258772843,45.0,top
J3,224.02772841227156,-24.02772841227157,315.0,top
J4,74.02772841227157,-174.02772841227156,315.0,top
J5,224.95441541227157,-175.04558458772843,45.0,top
